timestamp_utc,elapsed_seconds,phase,gpu_index,gpu_uuid,utilization_pct,power_w,memory_used_mib,memory_total_mib,temperature_c
2026-09-11T04:16:37Z,104.70787897999998,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.62,203.0,15360.0,59.0
2026-09-11T04:16:37Z,104.70796548999999,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.95,205.0,15360.0,56.0
2026-09-11T04:16:39Z,106.75457785099996,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.6,205.0,15360.0,60.0
2026-09-11T04:16:39Z,106.75461476599997,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,40.69,205.0,15360.0,57.0
2026-09-11T04:16:41Z,108.80184279899999,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.62,205.0,15360.0,60.0
2026-09-11T04:16:41Z,108.80187888799998,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,40.88,205.0,15360.0,57.0
2026-09-11T04:16:43Z,110.84836257,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.6,205.0,15360.0,60.0
2026-09-11T04:16:43Z,110.848404227,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,40.98,205.0,15360.0,58.0
2026-09-11T04:16:45Z,112.89418576099996,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.6,205.0,15360.0,60.0
2026-09-11T04:16:45Z,112.89422179499996,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,41.08,205.0,15360.0,58.0
2026-09-11T04:16:47Z,114.94387838,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.7,205.0,15360.0,60.0
2026-09-11T04:16:47Z,114.94396977099996,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,100.0,41.18,205.0,15360.0,59.0
2026-09-11T04:16:49Z,116.98927077399998,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.7,205.0,15360.0,60.0
